Date,Buy_Hold_Value,Account_Value,Percent_Buy_Hold,Percent_Account_Value
2014-03-20,14832.25,15000.0,-0.0111833333333,0.0
2014-03-21,14709.799763,14925.859602,-0.0193466824667,-0.0049426932
2014-03-24,14648.969447,14949.740398,-0.0234020368667,-0.00335064013333
2014-03-25,14718.489842,14941.78,-0.0187673438667,-0.00388133333333
2014-03-26,14612.630079,14814.420398,-0.0258246614,-0.0123719734667
2014-03-27,14581.820158,14782.379602,-0.0278786561333,-0.0145080265333
2014-03-28,14653.710395,14872.36,-0.0230859736667,-0.00850933333333
2014-03-31,14773.789605,15206.88,-0.015080693,0.013792
2014-04-01,14871.75,15193.300398,-0.00855,0.0128866932
2014-04-02,14921.520395,15538.9,-0.00523197366667,0.0359266666667
2014-04-03,14901.770395,15446.500398,-0.00654864033333,0.0297666932
2014-04-04,14725.599526,15520.480398,-0.0182933649333,0.0346986932
2014-04-07,14562.859684,15405.760398,-0.0291426877333,0.0270506932
2014-04-08,14622.900474,15329.280398,-0.0251399684,0.0219520265333
2014-04-09,14780.109684,15405.760398,-0.0146593544,0.0270506932
2014-04-10,14469.640316,15403.260398,-0.0353573122667,0.0268840265333
2014-04-11,14339.289605,15403.260398,-0.0440473596667,0.0268840265333
2014-04-14,14452.260158,15403.260398,-0.0365159894667,0.0268840265333
2014-04-15,14551.799763,15403.260398,-0.0298800158,0.0268840265333
2014-04-16,14704.270395,15403.260398,-0.019715307,0.0268840265333
2014-04-17,14724.809921,15403.260398,-0.0183460052667,0.0268840265333
2014-04-21,14776.159447,15403.260398,-0.0149227035333,0.0268840265333
2014-04-22,14843.309921,15403.260398,-0.0104460052667,0.0268840265333
2014-04-23,14808.549763,14859.960398,-0.0127633491333,-0.00933597346667
2014-04-24,14838.570158,15258.800398,-0.0107619894667,0.0172533598667
2014-04-25,14716.909447,15204.720398,-0.0188727035333,0.0136480265333
2014-04-28,14763.520395,15265.560398,-0.015765307,0.0177040265333
2014-04-29,14832.25,15463.000398,-0.0111833333333,0.0308666932
2014-04-30,14876.489842,15305.950648,-0.00823401053333,0.0203967098667
2014-05-01,14878.070158,15784.090523,-0.00812865613333,0.0522727015333
2014-05-02,14856.739842,15523.400445,-0.0095506772,0.034893363
2014-05-05,14885.179842,15265.690648,-0.0076546772,0.0177127098667
2014-05-06,14755.619921,15023.740523,-0.0162920052667,0.00158270153333
2014-05-07,14842.520395,15104.710523,-0.0104986403333,0.00698070153333
2014-05-08,14826.719447,14866.810518,-0.0115520368667,-0.0088792988
2014-05-09,14848.840553,15222.23032,-0.0100772964667,0.0148153546667
2014-05-12,14993.409447,15751.750315,-0.0004393702,0.0501166876667
2014-05-13,15006.840553,15615.270606,0.000456036866667,0.0410180404
2014-05-14,14935.739842,15644.970398,-0.00428401053333,0.0429980265333
2014-05-15,14804.599526,15619.33032,-0.0130266982667,0.041288688
2014-05-16,14855.950237,15722.98032,-0.00960331753333,0.048198688
